GEO_ID,State,County,POPESTIMATE2019,Est. Med HH Income (2018 Dollars),Margin of Error,Lat,Lng
0500000US18153,Indiana,Sullivan County,20669,46517,3212,39.08431220000001,-87.42075179999999
0500000US18155,Indiana,Switzerland County,10751,47929,4007,38.8419394,-85.0649071
0500000US18157,Indiana,Tippecanoe County,195732,51844,1478,40.34697310000001,-86.8220341
0500000US18159,Indiana,Tipton County,15148,55479,2947,40.2825661,-86.05296039999999
0500000US18161,Indiana,Union County,7054,48227,3082,39.6637751,-84.8984775
0500000US18163,Indiana,Vanderburgh County,181451,46943,1167,38.0806099,-87.5791287
0500000US18165,Indiana,Vermillion County,15498,48377,2530,39.8512139,-87.48020679999999
0500000US18167,Indiana,Vigo County,107038,43859,1170,39.4165382,-87.42075179999999
0500000US18169,Indiana,Wabash County,30996,50637,1869,40.8033875,-85.84862360000001
0500000US18171,Indiana,Warren County,8265,61148,5411,40.319245,-87.3413599
0500000US18173,Indiana,Warrick County,62998,70648,2954,38.0736703,-87.2618328
0500000US18175,Indiana,Washington County,28036,47078,3538,38.6744747,-86.17517590000001
0500000US18177,Indiana,Wayne County,65884,44228,1545,39.831882,-84.981754
0500000US18179,Indiana,Wells County,28296,56265,3748,40.7778348,-85.1894045
0500000US18181,Indiana,White County,24102,55086,2801,40.6765551,-86.9824288
0500000US18183,Indiana,Whitley County,33964,61153,2213,41.1136133,-85.52002399999999
0500000US19001,Iowa,Adair County,7152,51859,2747,41.2741733,-94.479976
0500000US19003,Iowa,Adams County,3602,49229,4027,41.0652066,-94.6863782
0500000US19005,Iowa,Allamakee County,13687,51057,4814,43.2430754,-91.44346900000001
0500000US19007,Iowa,Appanoose County,12426,41111,2506,40.6806102,-92.8577105
0500000US19009,Iowa,Audubon County,5496,50397,3408,41.7326826,-94.976654
0500000US19011,Iowa,Benton County,25645,65475,2555,42.1387249,-92.0665197
0500000US19013,Iowa,Black Hawk County,131228,52688,1246,42.447804,-92.38136209999999
0500000US19015,Iowa,Boone County,26234,61111,2181,42.0881747,-93.9878427
0500000US19017,Iowa,Bremer County,25062,68023,3461,42.76108199999999,-92.38136209999999
0500000US19019,Iowa,Buchanan County,21175,61409,4096,42.4566006,-91.9099238
0500000US19021,Iowa,Buena Vista County,19620,54556,2888,42.6705452,-95.1432068
0500000US19023,Iowa,Butler County,14439,55999,2104,42.7502186,-92.8577105
0500000US19025,Iowa,Calhoun County,9668,50800,2591,42.3785903,-94.645035
0500000US19027,Iowa,Carroll County,20165,57674,3499,42.0566912,-94.81059549999999
0500000US19029,Iowa,Cass County,12836,48178,3562,41.2538068,-94.976654
0500000US19031,Iowa,Cedar County,18627,65791,2054,41.8346154,-91.13530200000001
0500000US19033,Iowa,Cerro Gordo County,42450,52902,1573,43.1543186,-93.20296750000001
0500000US19035,Iowa,Cherokee County,11235,54658,3742,42.8027756,-95.6457951
0500000US19037,Iowa,Chickasaw County,11933,55385,3375,43.0724667,-92.38136209999999
0500000US19039,Iowa,Clarke County,9395,51571,2506,41.01778360000001,-93.7841503
0500000US19041,Iowa,Clay County,16016,47874,4268,43.1368038,-95.1432068
0500000US19043,Iowa,Clayton County,17549,52828,3652,42.7785285,-91.28910359999999
0500000US19045,Iowa,Clinton County,46429,50156,2409,41.878563,-90.563609
0500000US19047,Iowa,Crawford County,16820,53609,2350,42.034686,-95.3102505
0500000US19049,Iowa,Dallas County,93453,84790,2628,41.6120022,-93.9878427
0500000US19051,Iowa,Davis County,9000,58464,7129,40.6913838,-92.38136209999999
0500000US19053,Iowa,Decatur County,7870,42614,2685,40.8146492,-93.8248241
0500000US19055,Iowa,Delaware County,17011,61179,3973,42.4634009,-91.44346900000001
0500000US19057,Iowa,Des Moines County,38967,49977,1920,40.9123374,-91.17369939999999
0500000US19059,Iowa,Dickinson County,17258,58099,5435,43.4049388,-95.18492189999999
0500000US19061,Iowa,Dubuque County,97311,61321,1092,42.4694679,-90.8294002
0500000US19063,Iowa,Emmet County,9208,48542,5719,43.34943,-94.6863782
0500000US19065,Iowa,Fayette County,19650,50015,1852,42.9258199,-91.9099238
0500000US19067,Iowa,Floyd County,15642,48110,3133,43.0615947,-92.8577105
0500000US19069,Iowa,Franklin County,10070,53742,2544,42.7372361,-93.33889169999999
0500000US19071,Iowa,Fremont County,6960,54281,3367,40.7400403,-95.6457951
0500000US19073,Iowa,Greene County,8888,54050,4095,42.0700527,-94.479976
0500000US19075,Iowa,Grundy County,12232,66965,2197,42.4369506,-92.8577105
0500000US19077,Iowa,Guthrie County,10689,57075,2016,41.7530909,-94.479976
0500000US19079,Iowa,Hamilton County,14773,56273,2351,42.4141275,-93.66232389999999
0500000US19081,Iowa,Hancock County,10630,61167,2294,43.0387322,-93.66232389999999
0500000US19083,Iowa,Hardin County,16846,53872,2095,42.4285425,-93.17796589999999
0500000US19085,Iowa,Harrison County,14049,60063,2340,41.6933855,-95.81428849999999
0500000US19087,Iowa,Henry County,19954,52428,2594,41.0283603,-91.5983959
0500000US19089,Iowa,Howard County,9158,52742,3010,43.3819496,-92.38136209999999
0500000US19091,Iowa,Humboldt County,9558,52219,3709,42.7482597,-94.19234000000002
0500000US19093,Iowa,Ida County,6860,55969,4584,42.3418685,-95.4777811
0500000US19095,Iowa,Iowa County,16184,58570,5894,41.6624604,-92.0665197
0500000US19097,Iowa,Jackson County,19439,54070,3123,42.1560699,-90.52578229999999
0500000US19099,Iowa,Jasper County,37185,55727,3204,41.6414924,-93.0175712
0500000US19101,Iowa,Jefferson County,18295,43378,3950,41.0236358,-91.9099238
0500000US19103,Iowa,Johnson County,151140,61640,1417,41.6698982,-91.5983959
0500000US19105,Iowa,Jones County,20681,56012,2263,42.1516737,-91.13530200000001
0500000US19107,Iowa,Keokuk County,10246,51043,2573,41.3397063,-92.2236667
0500000US19109,Iowa,Kossuth County,14813,54146,2475,43.25133839999999,-94.2333355
0500000US19111,Iowa,Lee County,33657,48571,2923,40.70686630000001,-91.44346900000001
0500000US19113,Iowa,Linn County,226706,64862,1320,42.0659844,-91.67606909999999
0500000US19115,Iowa,Louisa County,11035,53943,4249,41.19330009999999,-91.28910359999999
0500000US19117,Iowa,Lucas County,8600,50206,3799,40.9912021,-93.33889169999999
0500000US19119,Iowa,Lyon County,11755,64352,2639,43.3954333,-96.15269850000001
0500000US19121,Iowa,Madison County,16338,64512,4408,41.2922367,-93.9878427
0500000US19123,Iowa,Mahaska County,22095,52950,1915,41.32958800000001,-92.6983868
0500000US19125,Iowa,Marion County,33253,58492,2948,41.3173818,-93.17796589999999
0500000US19127,Iowa,Marshall County,39369,54027,1407,42.0407088,-92.9375739
0500000US19129,Iowa,Mills County,15109,69177,3483,41.0624496,-95.6457951
0500000US19131,Iowa,Mitchell County,10586,55553,2948,43.37107020000001,-92.8577105
0500000US19133,Iowa,Monona County,8615,45252,3988,42.001594,-95.9832577
0500000US19135,Iowa,Monroe County,7707,49549,7537,41.0040981,-92.8577105
0500000US19137,Iowa,Montgomery County,9917,47648,4351,41.0438839,-95.18492189999999
0500000US19139,Iowa,Muscatine County,42664,57348,3178,41.5156913,-91.13530200000001
0500000US19141,Iowa,O'Brien County,13753,53045,2564,43.1131245,-95.6457951
0500000US19143,Iowa,Osceola County,5958,58125,3501,43.3851953,-95.6037465
0500000US19145,Iowa,Page County,15107,49974,3116,40.7635099,-95.1432068
0500000US19147,Iowa,Palo Alto County,8886,52462,3337,43.1580878,-94.645035
0500000US19149,Iowa,Plymouth County,25177,64296,3623,42.776665,-96.15269850000001
0500000US19151,Iowa,Pocahontas County,6619,49877,3151,42.6918039,-94.645035
0500000US19153,Iowa,Polk County,490161,66044,1154,41.6278423,-93.5003454
0500000US19155,Iowa,Pottawattamie County,93206,57467,2306,41.3911501,-95.4777811
0500000US19157,Iowa,Poweshiek County,18504,53520,3098,41.6530119,-92.539603
0500000US19159,Iowa,Ringgold County,4894,52005,3870,40.7973811,-94.315422
0500000US19161,Iowa,Sac County,9721,54958,2418,42.3573517,-95.1432068
0500000US19163,Iowa,Scott County,172943,58803,1385,41.6393199,-90.6393702
0500000US19165,Iowa,Shelby County,11454,55489,5405,41.7177667,-95.3102505
0500000US19167,Iowa,Sioux County,34855,67178,2517,43.08699360000001,-96.15269850000001
0500000US19169,Iowa,Story County,97117,54554,1755,42.1040438,-93.5003454
0500000US19171,Iowa,Tama County,16854,55898,2672,42.1292592,-92.539603
0500000US19173,Iowa,Taylor County,6121,48717,2494,40.7846069,-94.645035
0500000US19175,Iowa,Union County,12241,47518,2998,41.0006855,-94.27436279999999
0500000US19177,Iowa,Van Buren County,7044,47083,3327,40.7001158,-91.9099238
0500000US19179,Iowa,Wapello County,34969,45233,2444,41.0148894,-92.38136209999999
0500000US19181,Iowa,Warren County,51466,74383,2944,41.30805489999999,-93.5003454
0500000US19183,Iowa,Washington County,21965,61769,2815,41.3477966,-91.7538817
0500000US19185,Iowa,Wayne County,6441,45017,3254,40.6677356,-93.33889169999999
0500000US19187,Iowa,Webster County,35904,44261,2199,42.3974963,-94.15137639999999
0500000US19189,Iowa,Winnebago County,10354,51002,2591,43.3481922,-93.66232389999999
0500000US19191,Iowa,Winneshiek County,19991,62820,2110,43.2362611,-91.9099238
0500000US19193,Iowa,Woodbury County,103107,55483,1519,42.3166158,-95.9832577
0500000US19195,Iowa,Worth County,7381,54329,3368,43.3580686,-93.33889169999999
0500000US19197,Iowa,Wright County,12562,50198,3635,42.7273744,-93.66232389999999
0500000US20001,Kansas,Allen County,12369,42679,2726,37.9435853,-95.3102505
0500000US20003,Kansas,Anderson County,7858,46274,6396,38.2809328,-95.3102505
0500000US20005,Kansas,Atchison County,16073,48667,3855,39.5701137,-95.35208759999999
0500000US20007,Kansas,Barber County,4427,50613,5019,37.2299788,-98.7481167
0500000US20009,Kansas,Barton County,25779,50198,2734,38.3613844,-98.7651482
0500000US20011,Kansas,Bourbon County,14534,40733,1342,37.7957092,-94.81059549999999
0500000US20013,Kansas,Brown County,9564,48547,3785,39.770047,-95.4777811
0500000US20015,Kansas,Butler County,66911,63272,2187,37.8649441,-96.83509989999999
0500000US20017,Kansas,Chase County,2648,46295,5387,38.3007661,-96.57833869999999
0500000US20019,Kansas,Chautauqua County,3250,38690,2537,37.1738044,-96.2800864
0500000US20021,Kansas,Cherokee County,19939,41103,3275,37.1142482,-94.81059549999999
0500000US20023,Kansas,Cheyenne County,2657,46833,4595,39.7877848,-101.7979613
0500000US20025,Kansas,Clark County,1994,50368,6765,37.3158895,-99.8124935
0500000US20027,Kansas,Clay County,8002,56186,4532,39.34791999999999,-97.179026
0500000US20029,Kansas,Cloud County,8786,44143,1835,39.4795571,-97.69822719999999
0500000US20031,Kansas,Coffey County,8179,58636,3782,38.2570639,-95.81428849999999
0500000US20033,Kansas,Comanche County,1700,56912,4100,37.1894543,-99.2785583
0500000US20035,Kansas,Cowley County,34908,48087,1792,37.2660235,-96.9209135
0500000US20037,Kansas,Crawford County,38818,40174,1415,37.45579900000001,-94.81059549999999
0500000US20039,Kansas,Decatur County,2827,44104,4161,39.74803680000001,-100.5296115
0500000US20041,Kansas,Dickinson County,18466,48167,3545,38.85059770000001,-97.179026
0500000US20043,Kansas,Doniphan County,7600,49338,3952,39.8245628,-95.18492189999999
0500000US20045,Kansas,Douglas County,122259,55832,2064,38.9107835,-95.26844369999999
0500000US20047,Kansas,Edwards County,2798,49293,3364,37.865958,-99.2785583
0500000US20049,Kansas,Elk County,2530,38494,2496,37.3936365,-96.15269850000001
0500000US20051,Kansas,Ellis County,28553,52700,4242,38.8683549,-99.2785583
0500000US20053,Kansas,Ellsworth County,6102,48188,4498,38.615225,-98.2212979
0500000US20055,Kansas,Finney County,36467,56573,3623,38.0625252,-100.8903099
0500000US20057,Kansas,Ford County,33619,53072,2421,37.6540069,-99.8124935
0500000US20059,Kansas,Franklin County,25544,55486,2842,38.6165913,-95.3102505
0500000US20061,Kansas,Geary County,31670,49185,2156,38.9984685,-96.79223549999999
0500000US20063,Kansas,Gove County,2636,48894,3918,38.9271279,-100.5296115
0500000US20065,Kansas,Graham County,2482,40769,3891,39.3198302,-99.8124935
0500000US20067,Kansas,Grant County,7150,55455,9500,37.5245985,-101.2523792
0500000US20069,Kansas,Gray County,5988,64426,2378,37.6840811,-100.439656
0500000US20071,Kansas,Greeley County,1232,51250,8034,38.4738028,-101.7979613
0500000US20073,Kansas,Greenwood County,5982,42595,2875,37.9025905,-96.15269850000001
0500000US20075,Kansas,Hamilton County,2539,45000,8976,37.9741668,-101.7979613
0500000US20077,Kansas,Harper County,5436,49455,4800,37.1096002,-98.04651849999999
0500000US20079,Kansas,Harvey County,34429,56051,2814,38.0025215,-97.35165579999999
0500000US20081,Kansas,Haskell County,3968,53527,5094,37.5588285,-100.8903099
0500000US20083,Kansas,Hodgeman County,1794,53854,6908,38.1429747,-99.99122539999999
0500000US20085,Kansas,Jackson County,13171,55904,3009,39.4241422,-95.81428849999999
0500000US20087,Kansas,Jefferson County,19043,61793,2528,39.2827652,-95.3102505
0500000US20089,Kansas,Jewell County,2879,42552,5114,39.7720227,-98.2212979
0500000US20091,Kansas,Johnson County,602401,84915,913,38.845412,-94.8520636
0500000US20093,Kansas,Kearny County,3838,51314,5111,38.0281402,-101.2523792
0500000US20095,Kansas,Kingman County,7152,58483,3993,37.6071593,-98.2212979
0500000US20097,Kansas,Kiowa County,2475,51336,4714,37.52851649999999,-99.2785583
0500000US20099,Kansas,Labette County,19618,47668,3485,37.2639041,-95.3102505
0500000US20101,Kansas,Lane County,1535,51719,11522,38.4294888,-100.5296115
0500000US20103,Kansas,Leavenworth County,81758,71184,2277,39.1713075,-95.01824599999999
0500000US20105,Kansas,Lincoln County,2962,46196,5221,39.1135788,-98.2212979
0500000US20107,Kansas,Linn County,9703,43699,6469,38.1339574,-94.81059549999999
0500000US20109,Kansas,Logan County,2794,51597,3191,38.9504774,-101.1617356
0500000US20111,Kansas,Lyon County,33195,44191,3806,38.4078037,-96.15269850000001
0500000US20113,Kansas,McPherson County,28542,57765,3206,38.3164433,-97.69822719999999
0500000US20115,Kansas,Marion County,11884,51262,3013,38.349424,-97.179026
0500000US20117,Kansas,Marshall County,9707,50234,2722,39.717719,-96.49297969999999
0500000US20119,Kansas,Meade County,4033,55568,3521,37.2698449,-100.3497895
0500000US20121,Kansas,Miami County,34237,69150,4161,38.6381689,-94.81059549999999
0500000US20123,Kansas,Mitchell County,5979,45221,4006,39.443669,-98.2212979
0500000US20125,Kansas,Montgomery County,31829,45173,2772,37.240253,-95.81428849999999
0500000US20127,Kansas,Morris County,5620,50352,6012,38.7144832,-96.663812
0500000US20129,Kansas,Morton County,2587,43925,5114,37.1333387,-101.7979613
0500000US20131,Kansas,Nemaha County,10231,58644,4415,39.7451077,-95.9832577
0500000US20133,Kansas,Neosho County,16007,44294,2996,37.6045688,-95.3102505
0500000US20135,Kansas,Ness County,2750,51033,5672,38.4769509,-99.99122539999999
0500000US20137,Kansas,Norton County,5361,49891,4999,39.7959566,-99.99122539999999
0500000US20139,Kansas,Osage County,15949,55036,2577,38.6009003,-95.6457951
0500000US20141,Kansas,Osborne County,3421,48355,6994,39.4051157,-98.7481167
0500000US20143,Kansas,Ottawa County,5704,51971,5974,39.14938360000001,-97.69822719999999
0500000US20145,Kansas,Pawnee County,6414,42853,5011,38.2017581,-99.2785583
0500000US20147,Kansas,Phillips County,5234,48272,1690,39.766638,-99.3673084
0500000US20149,Kansas,Pottawatomie County,24383,64657,4688,39.3976344,-96.3226072
0500000US20151,Kansas,Pratt County,9164,54029,3674,37.5691719,-98.7481167
0500000US20153,Kansas,Rawlins County,2530,48125,6393,39.8600904,-101.0711758
0500000US20155,Kansas,Reno County,61998,49174,1352,37.9569553,-98.04651849999999
0500000US20157,Kansas,Republic County,4636,48022,3895,39.807989,-97.69822719999999
0500000US20159,Kansas,Rice County,9537,50764,5615,38.2808698,-98.2212979
0500000US20161,Kansas,Riley County,74232,49910,2479,39.3686475,-96.83509989999999
0500000US20163,Kansas,Rooks County,4920,50511,2741,39.3638509,-99.2785583
0500000US20165,Kansas,Rush County,3036,40598,5471,38.5358968,-99.2785583
0500000US20167,Kansas,Russell County,6856,52806,3252,38.9094717,-98.7481167
0500000US20169,Kansas,Saline County,54224,50515,1520,38.8174853,-97.69822719999999
0500000US20171,Kansas,Scott County,4823,71394,11173,38.562531,-100.8903099
0500000US20173,Kansas,Sedgwick County,516042,54974,758,37.6537367,-97.5247243
0500000US20175,Kansas,Seward County,21428,47025,3239,37.221014,-100.8903099
0500000US20177,Kansas,Shawnee County,176875,55199,1505,39.0928449,-95.81428849999999
0500000US20179,Kansas,Sheridan County,2521,56071,9269,39.3470831,-100.439656
0500000US20181,Kansas,Sherman County,5917,52847,5234,39.29821889999999,-101.7979613
0500000US20183,Kansas,Smith County,3583,43438,4159,39.7333849,-98.7481167
0500000US20185,Kansas,Stafford County,4156,48563,2935,38.0749046,-98.7481167
0500000US20187,Kansas,Stanton County,2006,46726,5581,37.6390381,-101.7979613
0500000US20189,Kansas,Stevens County,5485,56507,7837,37.186894,-101.2523792
0500000US20191,Kansas,Sumner County,22836,54915,3412,37.2236052,-97.6114217
0500000US20193,Kansas,Thomas County,7777,57478,4452,39.3702882,-101.0711758
0500000US20195,Kansas,Trego County,2803,56810,6910,38.9900316,-99.8124935
0500000US20197,Kansas,Wabaunsee County,6931,60450,3941,38.9092089,-96.15269850000001
0500000US20199,Kansas,Wallace County,1518,58875,13604,38.9697127,-101.7979613
0500000US20201,Kansas,Washington County,5406,48889,3196,39.8413319,-97.179026
0500000US20203,Kansas,Wichita County,2119,57566,10866,38.5102583,-101.4339148
0500000US20205,Kansas,Wilson County,8525,46208,3337,37.5808413,-95.81428849999999
0500000US20207,Kansas,Woodson County,3138,34621,4407,37.9197853,-95.81428849999999
0500000US20209,Kansas,Wyandotte County,165429,44873,939,39.0986811,-94.7691586
0500000US21001,Kentucky,Adair County,19202,39346,3589,37.076403,-85.31362179999999
0500000US21003,Kentucky,Allen County,21315,40893,2985,36.7650471,-86.21584969999999
0500000US21005,Kentucky,Anderson County,22747,54160,3933,37.998648,-84.981754
0500000US21007,Kentucky,Ballard County,7888,44350,3284,37.0359869,-89.0179332
0500000US21009,Kentucky,Barren County,44249,40216,1507,36.9676836,-85.84862360000001
0500000US21011,Kentucky,Bath County,12500,40837,3808,38.1068164,-83.7199136
0500000US21013,Kentucky,Bell County,26032,24628,2786,36.741122,-83.63484299999999
0500000US21015,Kentucky,Boone County,133581,75043,2354,38.9940572,-84.7315563
0500000US21017,Kentucky,Bourbon County,19788,51462,3221,38.2170752,-84.2278796
0500000US21019,Kentucky,Boyd County,46718,46165,3160,38.3833265,-82.6915429
0500000US21021,Kentucky,Boyle County,30060,43274,2476,37.6526034,-84.8150781
0500000US21023,Kentucky,Bracken County,8303,45827,4482,38.7117016,-84.05902900000001
0500000US21025,Kentucky,Breathitt County,12630,26376,2403,37.5359616,-83.33618799999999
0500000US21027,Kentucky,Breckinridge County,20477,48189,3056,37.7982002,-86.4592091
0500000US21029,Kentucky,Bullitt County,81676,60534,2127,37.9842107,-85.684578
0500000US21031,Kentucky,Butler County,12879,40061,4957,37.2086395,-86.7013894
0500000US21033,Kentucky,Caldwell County,12747,44940,6440,37.1501019,-87.89424509999999
0500000US21035,Kentucky,Calloway County,39001,40219,2017,36.6402766,-88.28504199999999
0500000US21037,Kentucky,Campbell County,93584,59782,2488,38.8951891,-84.3962535
0500000US21039,Kentucky,Carlisle County,4760,39664,4204,36.8206685,-88.9796776
0500000US21041,Kentucky,Carroll County,10631,43258,3524,38.6748355,-85.0649071
0500000US21043,Kentucky,Carter County,26797,33067,2513,38.3204714,-83.03613759999999
0500000US21045,Kentucky,Casey County,16159,34457,2527,37.3157449,-84.8984775
0500000US21047,Kentucky,Christian County,70461,41235,1849,36.8410586,-87.460397
0500000US21049,Kentucky,Clark County,36263,52938,1861,37.959945,-84.14351359999999
0500000US21051,Kentucky,Clay County,19901,26250,3399,37.1738044,-83.7199136
0500000US21053,Kentucky,Clinton County,10218,31115,2774,36.7263899,-85.14793639999999
0500000US21055,Kentucky,Crittenden County,8806,43169,3446,37.3673645,-88.0900762
0500000US21057,Kentucky,Cumberland County,6614,32906,4710,36.7776446,-85.35496499999999
0500000US21059,Kentucky,Daviess County,101511,49836,2043,37.7307984,-87.10237459999999
0500000US21061,Kentucky,Edmonson County,12150,41360,5129,37.1941682,-86.21584969999999
0500000US21063,Kentucky,Elliott County,7517,33377,4651,38.1575088,-83.12200740000002
0500000US21065,Kentucky,Estill County,14106,31337,2576,37.6975384,-83.9744262
0500000US21067,Kentucky,Fayette County,323152,54918,1106,38.06064780000001,-84.4802606
0500000US21069,Kentucky,Fleming County,14581,42213,3319,38.3987633,-83.67739279999999
0500000US21071,Kentucky,Floyd County,35589,31267,2458,37.5455463,-82.7778579
0500000US21073,Kentucky,Franklin County,50991,55068,2123,38.2481018,-84.8984775
0500000US21075,Kentucky,Fulton County,5969,28559,5037,36.5630482,-89.1324866
0500000US21077,Kentucky,Gallatin County,8869,50204,3849,38.7295069,-84.87763919999999
0500000US21079,Kentucky,Garrard County,17666,49888,3277,37.6413234,-84.56414699999999
0500000US21081,Kentucky,Grant County,25069,45610,4430,38.6565245,-84.6479124
0500000US21083,Kentucky,Graves County,37266,41615,1819,36.6887728,-88.7108964
0500000US21085,Kentucky,Grayson County,26427,37906,2615,37.4554962,-86.3782198
0500000US21087,Kentucky,Green County,10941,37374,3571,37.2570117,-85.56121
0500000US21089,Kentucky,Greenup County,35098,49343,2313,38.5665695,-82.95015579999999
0500000US21091,Kentucky,Hancock County,8722,52019,3685,37.8280909,-86.761749
0500000US21093,Kentucky,Hardin County,110958,53168,1849,37.6565708,-86.0121573
0500000US21095,Kentucky,Harlan County,26010,26324,1943,36.8890304,-83.2077645
0500000US21097,Kentucky,Harrison County,18886,49696,3830,38.4333045,-84.3542049
0500000US21099,Kentucky,Hart County,19035,37795,2962,37.3101304,-85.84862360000001
0500000US21101,Kentucky,Henderson County,45210,45389,3458,37.7415161,-87.5791287
0500000US21103,Kentucky,Henry County,16126,51447,3174,38.4268385,-85.14793639999999
0500000US21105,Kentucky,Hickman County,4380,40463,4654,36.6482184,-88.9796776
0500000US21107,Kentucky,Hopkins County,44686,45738,2211,37.3153093,-87.5791287
0500000US21109,Kentucky,Jackson County,13329,32143,3874,37.4023274,-84.01674229999999
0500000US21111,Kentucky,Jefferson County,766757,54357,556,38.1938097,-85.64348700000001
0500000US21113,Kentucky,Jessamine County,54115,56728,3760,37.895573,-84.56414699999999
0500000US21115,Kentucky,Johnson County,22188,37559,2511,37.8048335,-82.8640623
0500000US21117,Kentucky,Kenton County,166998,61606,1482,38.9863872,-84.56414699999999
0500000US21119,Kentucky,Knott County,14806,29326,3464,37.3461117,-82.99316069999999
0500000US21121,Kentucky,Knox County,31145,28790,2342,36.9260578,-83.8897057
0500000US21123,Kentucky,Larue County,14398,41779,3612,37.5189552,-85.7256372
0500000US21125,Kentucky,Laurel County,60813,39230,2101,37.0693489,-84.1857115
0500000US21127,Kentucky,Lawrence County,15317,31813,4863,38.05267500000001,-82.7778579
0500000US21129,Kentucky,Lee County,7403,23972,3741,37.599443,-83.7199136
0500000US21131,Kentucky,Leslie County,9877,30798,4878,37.0698286,-83.3789389
0500000US21133,Kentucky,Letcher County,21553,29856,2344,37.12535099999999,-82.8640623
0500000US21135,Kentucky,Lewis County,13275,31096,3992,38.5079686,-83.3789389
0500000US21137,Kentucky,Lincoln County,24549,39833,2684,37.4751264,-84.6479124
0500000US21139,Kentucky,Livingston County,9194,46076,6476,37.2431347,-88.362785
0500000US21141,Kentucky,Logan County,27102,43842,3368,36.869834,-86.86218269999999
0500000US21143,Kentucky,Lyon County,8210,50097,5244,37.0247261,-88.0900762
0500000US21145,Kentucky,McCracken County,65418,44486,2350,37.03306070000001,-88.7108964
0500000US21147,Kentucky,McCreary County,17231,23273,3028,36.6973499,-84.4802606
0500000US21149,Kentucky,McLean County,9207,50445,2302,37.5644352,-87.2618328
0500000US21151,Kentucky,Madison County,92987,48687,2335,37.7143001,-84.3121264
0500000US21153,Kentucky,Magoffin County,12161,29516,3679,37.730555,-83.03613759999999
0500000US21155,Kentucky,Marion County,19273,38544,2955,37.585137,-85.2308414
0500000US21157,Kentucky,Marshall County,31100,50731,3792,36.8573767,-88.4016041
0500000US21159,Kentucky,Martin County,11195,35125,4866,37.7833756,-82.5185837
0500000US21161,Kentucky,Mason County,17070,41415,5350,38.6194103,-83.8897057
0500000US21163,Kentucky,Meade County,28572,57963,3960,37.9601502,-86.21584969999999
0500000US21165,Kentucky,Menifee County,6489,39905,4718,37.9335368,-83.63484299999999
0500000US21167,Kentucky,Mercer County,21933,50475,3367,37.8258603,-84.8984775
0500000US21169,Kentucky,Metcalfe County,10071,35809,6063,37.0032438,-85.64348700000001
0500000US21171,Kentucky,Monroe County,10650,34167,4035,36.7484915,-85.7256372
0500000US21173,Kentucky,Montgomery County,28157,41974,3330,38.0314578,-83.8897057
0500000US21175,Kentucky,Morgan County,13309,34419,2504,37.9145713,-83.2934086
0500000US21177,Kentucky,Muhlenberg County,30622,43110,2396,37.17725009999999,-87.14228949999999
0500000US21179,Kentucky,Nelson County,46233,57469,3191,37.7647455,-85.47880649999999
0500000US21181,Kentucky,Nicholas County,7269,41354,6933,38.37676250000001,-84.05902900000001
0500000US21183,Kentucky,Ohio County,23994,42826,2603,37.5108523,-86.8220341
0500000US21185,Kentucky,Oldham County,66799,97597,2940,38.3560025,-85.47880649999999
0500000US21187,Kentucky,Owen County,10901,45338,4853,38.4965261,-84.8150781
0500000US21189,Kentucky,Owsley County,4415,25530,9201,37.4294933,-83.7199136
0500000US21191,Kentucky,Pendleton County,14590,52620,6510,38.7283386,-84.3962535
0500000US21193,Kentucky,Perry County,25758,31046,2631,37.3160706,-83.2077645
0500000US21195,Kentucky,Pike County,57876,34081,1559,37.4842087,-82.4752757
0500000US21197,Kentucky,Powell County,12359,36958,3537,37.8380647,-83.8260884
0500000US21199,Kentucky,Pulaski County,64979,37921,2782,37.0853508,-84.5222189
0500000US21201,Kentucky,Robertson County,2108,38864,17224,38.5224338,-84.0378894
0500000US21203,Kentucky,Rockcastle County,16695,36468,3074,37.3743065,-84.3121264
0500000US21205,Kentucky,Rowan County,24460,37639,3489,38.177068,-83.46435509999999
0500000US21207,Kentucky,Russell County,17923,36159,2231,36.9806476,-85.0649071
0500000US21209,Kentucky,Scott County,57004,66966,2789,38.3172361,-84.56414699999999
0500000US21211,Kentucky,Shelby County,49024,64240,3108,38.1778076,-85.2308414
0500000US21213,Kentucky,Simpson County,18572,48311,3451,36.7772014,-86.6207943
0500000US21215,Kentucky,Spencer County,19351,77738,6915,38.0123167,-85.31362179999999
0500000US21217,Kentucky,Taylor County,25769,39055,2615,37.332884,-85.31362179999999
0500000US21219,Kentucky,Todd County,12294,41865,4650,36.8338638,-87.14228949999999
0500000US21221,Kentucky,Trigg County,14651,52279,6191,36.8473642,-87.77633329999999
0500000US21223,Kentucky,Trimble County,8471,47470,7965,38.6013284,-85.31362179999999
0500000US21225,Kentucky,Union County,14381,42844,3234,37.6638744,-87.97268100000001
0500000US21227,Kentucky,Warren County,132896,52007,1820,36.9886043,-86.49965460000001
0500000US21229,Kentucky,Washington County,12095,50794,4343,37.7516142,-85.14793639999999
0500000US21231,Kentucky,Wayne County,20333,34039,2391,36.7571907,-84.8567932
0500000US21233,Kentucky,Webster County,12942,40947,2658,37.4892188,-87.7369607
0500000US21235,Kentucky,Whitley County,36264,36897,3985,36.726335,-84.1857115
0500000US21237,Kentucky,Wolfe County,7157,22458,5889,37.75508689999999,-83.46435509999999
